trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status
TR10215,USR1021,casual,BK209,electric,ST100,ST105,2024-05-05 21:04:00,2024-05-05 21:20:00,16.0,6.59,completed
TR10216,USR1049,member,BK263,classic,ST112,ST111,2024-09-18 16:26:00,2024-09-18 16:48:00,22.0,7.75,completed
TR10217,USR1075,casual,BK228,classic,ST100,ST105,2024-08-30 15:30:00,2024-08-30 16:26:00,56.0,4.35,completed
TR10218,USR1074,member,BK286,electric,ST101,ST113,2024-06-28 03:11:00,2024-06-28 04:06:00,55.0,5.22,completed
TR10219,USR1098,casual,BK238,classic,ST106,ST112,2024-09-24 17:39:00,2024-09-24 18:00:00,21.0,7.24,completed
TR10220,USR1001,casual,BK277,electric,ST105,ST110,2024-07-17 07:15:00,2024-07-17 07:51:00,36.0,3.46,completed
TR10221,USR1055,member,BK292,classic,ST114,ST104,2024-06-21 16:16:00,2024-06-21 17:04:00,48.0,6.75,completed
TR10222,USR1056,casual,BK202,classic,ST100,ST109,2024-02-03 23:01:00,2024-02-03 23:24:00,23.0,9.05,completed
TR10223,USR1060,casual,BK263,classic,ST108,ST107,2024-10-13 22:38:00,2024-10-13 23:16:00,38.0,4.32,completed
TR10224,USR1079,casual,BK271,electric,ST113,ST108,2024-10-26 13:34:00,2024-10-26 14:22:00,48.0,8.82,completed
TR10225,USR1078,casual,BK245,electric,ST103,ST106,2024-11-16 22:12:00,2024-11-16 22:24:00,12.0,6.64,completed
TR10226,USR1052,member,BK259,electric,ST102,ST103,2024-02-27 13:19:00,2024-02-27 14:07:00,48.0,8.17,completed
TR10227,USR1077,casual,BK216,electric,ST111,ST103,2024-08-17 19:04:00,2024-08-17 19:38:00,34.0,4.87,completed
TR10228,USR1059,casual,BK285,electric,ST104,ST104,2024-09-11 08:05:00,2024-09-11 08:57:00,52.0,6.31,completed
TR10229,USR1063,casual,BK280,electric,ST104,ST101,2024-02-27 07:03:00,2024-02-27 07:18:00,15.0,7.12,completed
TR10230,USR1094,member,BK231,classic,ST112,ST108,2024-04-21 04:01:00,2024-04-21 04:51:00,50.0,8.74,completed
TR10231,USR1007,casual,BK285,classic,ST107,ST108,2024-07-15 08:05:00,2024-07-15 08:50:00,45.0,3.18,completed
TR10232,USR1031,casual,BK279,electric,ST105,ST111,2024-09-26 10:00:00,2024-09-26 10:50:00,50.0,7.32,completed
TR10233,USR1031,member,BK296,electric,ST100,ST100,2024-08-21 17:45:00,2024-08-21 18:29:00,44.0,8.94,completed
TR10234,USR1076,member,BK225,electric,ST106,ST101,2024-11-27 07:25:00,2024-11-27 08:02:00,37.0,9.8,completed
TR10235,USR1014,member,BK243,classic,ST107,ST110,2024-06-08 08:25:00,2024-06-08 09:15:00,50.0,2.12,completed
TR10236,USR1008,member,BK272,classic,ST114,ST108,2024-11-03 15:22:00,2024-11-03 15:32:00,10.0,7.38,completed
TR10237,USR1091,member,BK283,electric,ST114,ST110,2024-09-10 00:39:00,2024-09-10 01:33:00,54.0,5.36,completed
TR10238,USR1079,member,BK205,electric,ST105,ST109,2024-06-08 14:34:00,2024-06-08 14:58:00,24.0,5.33,completed
TR10239,USR1059,member,BK213,classic,ST101,ST105,2024-11-08 06:22:00,2024-11-08 07:07:00,45.0,6.34,completed
TR10240,USR1024,casual,BK218,classic,ST113,ST103,2024-03-17 10:51:00,2024-03-17 11:08:00,17.0,7.7,completed
TR10241,USR1052,casual,BK231,classic,ST111,ST101,2024-01-20 17:00:00,2024-01-20 17:59:00,59.0,1.19,completed
TR10242,USR1036,member,BK255,classic,ST110,ST102,2024-07-12 05:06:00,2024-07-12 05:32:00,26.0,1.73,completed
TR10243,USR1060,casual,BK253,classic,ST114,ST100,2024-07-07 06:10:00,2024-07-07 06:49:00,39.0,8.56,completed
TR10244,USR1030,member,BK260,electric,ST103,ST104,2024-11-19 10:37:00,2024-11-19 11:02:00,25.0,4.11,completed
TR10245,USR1059,member,BK249,classic,ST102,ST108,2024-07-19 01:47:00,2024-07-19 02:11:00,24.0,4.95,completed
TR10246,USR1099,member,BK278,electric,ST103,ST105,2024-04-23 03:32:00,2024-04-23 04:10:00,38.0,6.9,completed
TR10247,USR1057,member,BK211,classic,ST112,ST101,2024-07-21 11:30:00,2024-07-21 12:25:00,55.0,6.68,completed
TR10248,USR1098,member,BK207,electric,ST113,ST106,2024-08-28 23:42:00,2024-08-29 00:19:00,37.0,6.69,completed
TR10249,USR1001,casual,BK236,classic,ST105,ST112,2024-05-16 21:33:00,2024-05-16 21:51:00,18.0,4.93,completed
TR10250,USR1013,member,BK288,electric,ST101,ST106,2024-11-04 06:13:00,2024-11-04 07:04:00,51.0,2.47,completed
TR10251,USR1027,member,BK234,classic,ST104,ST114,2024-09-26 10:02:00,2024-09-26 10:31:00,29.0,6.3,completed
TR10252,USR1044,casual,BK246,classic,ST110,ST109,2024-08-30 02:19:00,2024-08-30 02:59:00,40.0,1.66,completed
TR10253,USR1073,casual,BK209,electric,ST113,ST108,2024-08-27 02:53:00,2024-08-27 03:13:00,20.0,4.88,completed
TR10254,USR1042,member,BK200,classic,ST105,ST103,2024-06-19 03:31:00,2024-06-19 03:43:00,12.0,4.41,completed
TR10255,USR1046,casual,BK275,classic,ST100,ST100,2024-07-26 00:10:00,2024-07-26 00:51:00,41.0,7.35,completed
TR10256,USR1078,member,BK260,electric,ST101,ST113,2024-08-25 08:55:00,2024-08-25 09:27:00,32.0,1.51,completed
TR10257,USR1019,member,BK228,classic,ST106,ST102,2024-05-04 02:06:00,2024-05-04 02:47:00,41.0,5.07,completed
TR10258,USR1032,casual,BK250,electric,ST111,ST109,2024-04-20 17:56:00,2024-04-20 18:05:00,9.0,4.58,completed
TR10259,USR1042,member,BK297,classic,ST101,ST112,2024-04-25 08:49:00,2024-04-25 09:17:00,28.0,8.81,completed
TR10260,USR1042,member,BK222,electric,ST105,ST103,2024-03-24 08:30:00,2024-03-24 09:21:00,51.0,2.13,completed
TR10261,USR1051,member,BK249,electric,ST111,ST106,2024-03-13 06:21:00,2024-03-13 07:10:00,49.0,2.46,completed
TR10262,USR1007,casual,BK295,electric,ST104,ST114,2024-03-26 10:08:00,2024-03-26 11:07:00,59.0,2.59,completed
TR10263,USR1089,casual,BK273,electric,ST101,ST101,2024-02-03 13:20:00,2024-02-03 14:19:00,59.0,6.56,completed
TR10264,USR1075,casual,BK271,classic,ST113,ST103,2024-01-26 08:07:00,2024-01-26 08:58:00,51.0,7.09,completed
TR10265,USR1079,member,BK252,electric,ST104,ST108,2024-10-22 05:06:00,2024-10-22 05:41:00,35.0,1.96,completed
TR10266,USR1063,member,BK262,classic,ST100,ST108,2024-01-26 00:59:00,2024-01-26 01:05:00,6.0,9.94,completed
TR10267,USR1076,casual,BK274,electric,ST101,ST112,2024-11-19 09:16:00,2024-11-19 09:29:00,13.0,7.89,completed
TR10268,USR1018,member,BK297,electric,ST112,ST108,2024-02-16 16:03:00,2024-02-16 16:45:00,42.0,3.85,completed
TR10269,USR1000,member,BK253,classic,ST108,ST104,2024-01-13 08:12:00,2024-01-13 08:27:00,15.0,3.92,completed
TR10270,USR1014,casual,BK218,electric,ST112,ST108,2024-01-20 06:03:00,2024-01-20 06:14:00,11.0,6.37,completed
TR10271,USR1034,member,BK289,classic,ST102,ST107,2024-04-07 05:19:00,2024-04-07 06:12:00,53.0,7.01,completed
TR10272,USR1045,casual,BK202,classic,ST109,ST107,2024-11-10 21:29:00,2024-11-10 21:35:00,6.0,5.67,completed
TR10273,USR1092,member,BK224,electric,ST104,ST101,2024-06-15 17:09:00,2024-06-15 17:41:00,32.0,5.74,completed
TR10274,USR1099,casual,BK242,electric,ST106,ST105,2024-10-19 05:34:00,2024-10-19 06:22:00,48.0,7.72,completed
TR10275,USR1020,casual,BK279,classic,ST104,ST111,2024-04-19 18:19:00,2024-04-19 19:06:00,47.0,9.59,completed
TR10276,USR1050,casual,BK267,classic,ST112,ST105,2024-03-30 10:43:00,2024-03-30 10:58:00,15.0,2.75,completed
TR10277,USR1051,member,BK226,classic,ST114,ST111,2024-08-02 06:37:00,2024-08-02 06:45:00,8.0,5.85,completed
TR10278,USR1035,member,BK217,electric,ST100,ST112,2024-03-25 17:19:00,2024-03-25 18:05:00,46.0,4.72,completed
TR10279,USR1074,casual,BK294,electric,ST109,ST106,2024-06-27 17:28:00,2024-06-27 18:02:00,34.0,5.73,completed
TR10280,USR1041,casual,BK241,electric,ST103,ST103,2024-07-03 13:58:00,2024-07-03 14:51:00,53.0,5.35,completed
TR10281,USR1000,member,BK244,electric,ST114,ST110,2024-09-08 13:26:00,2024-09-08 14:24:00,58.0,1.02,completed
TR10282,USR1020,member,BK291,classic,ST109,ST108,2024-05-16 11:01:00,2024-05-16 11:59:00,58.0,6.82,completed
TR10283,USR1071,member,BK279,classic,ST109,ST110,2024-09-27 21:43:00,2024-09-27 22:29:00,46.0,8.02,completed
TR10284,USR1018,member,BK259,classic,ST109,ST108,2024-03-17 20:01:00,2024-03-17 20:29:00,28.0,1.86,completed
TR10285,USR1096,casual,BK268,classic,ST100,ST102,2024-08-26 16:35:00,2024-08-26 16:49:00,14.0,8.82,completed
TR10286,USR1020,casual,BK221,electric,ST104,ST114,2024-12-04 22:56:00,2024-12-04 23:55:00,59.0,3.07,completed
TR10287,USR1010,member,BK272,electric,ST112,ST112,2024-01-29 01:10:00,2024-01-29 01:46:00,36.0,1.53,completed
TR10288,USR1063,casual,BK206,classic,ST101,ST102,2024-05-31 09:28:00,2024-05-31 09:34:00,6.0,4.98,completed
TR10289,USR1040,casual,BK274,classic,ST107,ST111,2024-11-30 15:56:00,2024-11-30 16:39:00,43.0,8.37,completed
TR10290,USR1041,member,BK238,classic,ST113,ST103,2024-07-27 18:11:00,2024-07-27 18:41:00,30.0,1.77,completed
TR10291,USR1002,casual,BK207,classic,ST110,ST105,2024-03-18 01:04:00,2024-03-18 01:44:00,40.0,4.19,completed
TR10292,USR1048,member,BK201,electric,ST104,ST111,2024-09-19 04:19:00,2024-09-19 04:36:00,17.0,3.1,completed
TR10293,USR1071,member,BK266,electric,ST111,ST112,2024-10-10 03:00:00,2024-10-10 03:12:00,12.0,5.11,completed
TR10294,USR1001,casual,BK243,electric,ST105,ST100,2024-02-21 10:29:00,2024-02-21 10:39:00,10.0,9.96,completed
TR10295,USR1007,member,BK243,electric,ST103,ST104,2024-07-07 18:30:00,2024-07-07 19:04:00,34.0,2.58,completed
TR10296,USR1054,member,BK261,electric,ST108,ST106,2024-07-08 08:30:00,2024-07-08 09:21:00,51.0,7.81,completed
TR10297,USR1011,member,BK283,classic,ST113,ST112,2024-04-21 09:20:00,2024-04-21 09:40:00,20.0,2.08,completed
TR10298,USR1004,member,BK264,classic,ST113,ST104,2024-05-09 20:34:00,2024-05-09 21:18:00,44.0,1.84,completed
TR10299,USR1071,casual,BK231,classic,ST104,ST111,2024-09-23 05:41:00,2024-09-23 06:03:00,22.0,8.04,completed
TR10300,USR1035,casual,BK222,electric,ST112,ST101,2024-01-14 07:29:00,2024-01-14 07:47:00,18.0,4.43,completed
TR10301,USR1072,casual,BK274,classic,ST103,ST113,2024-01-25 17:05:00,2024-01-25 17:36:00,31.0,5.02,completed
TR10302,USR1054,member,BK234,electric,ST110,ST114,2024-01-26 00:35:00,2024-01-26 00:57:00,22.0,9.93,completed
TR10303,USR1011,casual,BK248,electric,ST105,ST101,2024-11-13 22:28:00,2024-11-13 23:24:00,56.0,6.65,completed
TR10304,USR1029,member,BK205,classic,ST106,ST103,2024-11-22 12:13:00,2024-11-22 12:41:00,28.0,8.37,completed
TR10305,USR1034,member,BK290,electric,ST102,ST101,2024-02-24 07:42:00,2024-02-24 08:07:00,25.0,9.62,completed
TR10306,USR1024,member,BK224,classic,ST105,ST100,2024-05-09 09:21:00,2024-05-09 09:35:00,14.0,9.3,completed
TR10307,USR1079,member,BK251,classic,ST102,ST108,2024-01-05 02:21:00,2024-01-05 02:26:00,5.0,8.43,completed
TR10308,USR1097,member,BK220,electric,ST103,ST108,2024-05-20 13:00:00,2024-05-20 13:57:00,57.0,3.09,completed
TR10309,USR1031,member,BK295,electric,ST112,ST114,2024-01-28 20:28:00,2024-01-28 20:44:00,16.0,5.56,completed
TR10310,USR1059,casual,BK205,electric,ST112,ST110,2024-06-23 16:17:00,2024-06-23 16:50:00,33.0,6.58,completed
TR10311,USR1082,casual,BK204,classic,ST101,ST109,2024-06-11 21:15:00,2024-06-11 21:42:00,27.0,2.91,completed
TR10312,USR1049,casual,BK230,electric,ST114,ST108,2024-11-07 17:33:00,2024-11-07 17:48:00,15.0,4.87,completed
TR10313,USR1020,casual,BK227,electric,ST113,ST102,2024-02-01 04:56:00,2024-02-01 05:35:00,39.0,2.6,completed
TR10314,USR1003,member,BK239,classic,ST104,ST106,2024-09-24 15:43:00,2024-09-24 16:20:00,37.0,2.99,completed
TR10315,USR1035,member,BK237,classic,ST101,ST114,2024-05-18 19:40:00,2024-05-18 20:36:00,56.0,8.13,completed
TR10316,USR1006,casual,BK291,electric,ST113,ST106,2024-02-09 14:22:00,2024-02-09 15:01:00,39.0,7.6,completed
TR10317,USR1054,member,BK261,classic,ST104,ST105,2024-02-23 00:53:00,2024-02-23 01:02:00,9.0,8.11,completed
TR10318,USR1057,member,BK238,classic,ST100,ST112,2024-04-17 02:49:00,2024-04-17 03:16:00,27.0,1.11,completed
TR10319,USR1084,casual,BK281,classic,ST112,ST103,2024-12-01 19:29:00,2024-12-01 20:18:00,49.0,4.34,completed
TR10320,USR1062,casual,BK251,electric,ST106,ST104,2024-11-06 09:20:00,2024-11-06 09:35:00,15.0,5.39,completed
TR10321,USR1051,member,BK281,electric,ST102,ST108,2024-03-13 07:31:00,2024-03-13 08:09:00,38.0,6.53,completed
TR10322,USR1041,casual,BK241,classic,ST100,ST108,2024-07-22 07:24:00,2024-07-22 08:06:00,42.0,1.92,completed
TR10323,USR1040,casual,BK201,electric,ST112,ST100,2024-01-03 05:11:00,2024-01-03 05:24:00,13.0,8.57,completed
TR10324,USR1020,member,BK274,classic,ST101,ST107,2024-10-14 03:37:00,2024-10-14 04:21:00,44.0,9.06,completed
TR10325,USR1078,casual,BK259,classic,ST107,ST112,2024-08-05 17:43:00,2024-08-05 18:36:00,53.0,2.35,completed
TR10326,USR1064,casual,BK207,classic,ST107,ST108,2024-01-21 21:51:00,2024-01-21 22:39:00,48.0,7.72,completed
TR10327,USR1050,member,BK298,electric,ST100,ST104,2024-10-25 05:20:00,2024-10-25 06:09:00,49.0,5.58,completed
TR10328,USR1099,casual,BK251,classic,ST102,ST106,2024-03-06 13:59:00,2024-03-06 14:34:00,35.0,8.05,completed
TR10329,USR1057,casual,BK204,electric,ST105,ST107,2024-11-09 06:42:00,2024-11-09 07:29:00,47.0,3.39,completed
TR10330,USR1095,member,BK291,classic,ST114,ST107,2024-07-30 13:57:00,2024-07-30 14:48:00,51.0,7.92,completed
TR10331,USR1065,casual,BK249,classic,ST100,ST103,2024-03-29 19:36:00,2024-03-29 19:49:00,13.0,6.54,completed
TR10332,USR1040,casual,BK261,classic,ST101,ST109,2024-10-18 06:05:00,2024-10-18 06:50:00,45.0,8.19,completed
TR10333,USR1001,member,BK212,classic,ST114,ST111,2024-10-17 14:03:00,2024-10-17 14:34:00,31.0,2.41,completed
TR10334,USR1016,member,BK217,classic,ST108,ST108,2024-04-12 18:17:00,2024-04-12 18:36:00,19.0,4.38,completed
TR10335,USR1021,member,BK229,electric,ST104,ST111,2024-05-08 14:05:00,2024-05-08 14:34:00,29.0,2.78,completed
TR10336,USR1020,casual,BK231,electric,ST106,ST106,2024-09-07 18:53:00,2024-09-07 19:46:00,53.0,8.62,completed
TR10337,USR1017,casual,BK212,electric,ST104,ST113,2024-11-04 01:44:00,2024-11-04 02:35:00,51.0,8.58,completed
TR10338,USR1006,casual,BK295,classic,ST105,ST105,2024-10-16 16:07:00,2024-10-16 16:57:00,50.0,9.86,completed
TR10339,USR1028,casual,BK281,electric,ST112,ST104,2024-01-31 05:41:00,2024-01-31 06:13:00,32.0,7.53,completed
TR10340,USR1094,casual,BK222,electric,ST111,ST112,2024-04-18 06:50:00,2024-04-18 07:44:00,54.0,4.72,completed
TR10341,USR1055,casual,BK262,electric,ST102,ST106,2024-01-19 18:44:00,2024-01-19 19:21:00,37.0,7.2,completed
TR10342,USR1024,member,BK207,electric,ST109,ST107,2024-04-05 03:18:00,2024-04-05 04:06:00,48.0,3.22,completed
TR10343,USR1064,member,BK298,electric,ST109,ST101,2024-03-04 11:16:00,2024-03-04 11:23:00,7.0,2.84,completed
TR10344,USR1045,casual,BK290,classic,ST101,ST108,2024-04-03 03:53:00,2024-04-03 04:18:00,25.0,4.38,completed
TR10345,USR1085,member,BK289,electric,ST105,ST111,2024-03-22 09:55:00,2024-03-22 10:35:00,40.0,7.71,completed
TR10346,USR1052,casual,BK219,classic,ST102,ST114,2024-09-19 09:49:00,2024-09-19 10:27:00,38.0,3.75,completed
TR10347,USR1057,member,BK203,electric,ST109,ST107,2024-07-09 10:31:00,2024-07-09 10:54:00,23.0,2.95,completed
TR10348,USR1084,member,BK220,electric,ST105,ST113,2024-01-17 11:05:00,2024-01-17 11:46:00,41.0,4.2,completed
TR10349,USR1019,casual,BK270,electric,ST112,ST113,2024-01-24 12:08:00,2024-01-24 12:57:00,49.0,7.51,completed
TR10350,USR1057,casual,BK203,electric,ST113,ST107,2024-02-03 22:28:00,2024-02-03 22:48:00,20.0,7.09,completed
TR10351,USR1030,member,BK259,classic,ST100,ST114,2024-06-20 01:53:00,2024-06-20 02:16:00,23.0,1.69,completed
TR10352,USR1075,member,BK257,electric,ST104,ST114,2024-08-24 08:53:00,2024-08-24 09:21:00,28.0,8.43,completed
TR10353,USR1044,member,BK293,classic,ST100,ST106,2024-04-08 03:30:00,2024-04-08 04:22:00,52.0,3.12,completed
TR10354,USR1091,casual,BK246,classic,ST108,ST111,2024-09-07 21:18:00,2024-09-07 22:14:00,56.0,3.69,completed
TR10355,USR1069,member,BK219,electric,ST114,ST110,2024-02-24 03:44:00,2024-02-24 04:05:00,21.0,7.17,completed
TR10356,USR1074,casual,BK208,electric,ST104,ST108,2024-04-22 00:46:00,2024-04-22 01:04:00,18.0,6.09,completed
TR10357,USR1002,casual,BK293,electric,ST105,ST112,2024-04-06 19:21:00,2024-04-06 20:15:00,54.0,7.28,completed
TR10358,USR1050,casual,BK218,electric,ST102,ST113,2024-06-02 14:18:00,2024-06-02 15:07:00,49.0,3.03,completed
TR10359,USR1063,casual,BK283,classic,ST104,ST109,2024-09-04 20:52:00,2024-09-04 21:25:00,33.0,9.44,completed
TR10360,USR1089,member,BK238,electric,ST102,ST100,2024-09-14 16:03:00,2024-09-14 16:13:00,10.0,8.02,completed
TR10361,USR1040,member,BK245,electric,ST111,ST111,2024-07-31 08:03:00,2024-07-31 08:13:00,10.0,4.59,completed
TR10362,USR1088,member,BK284,electric,ST107,ST111,2024-02-16 15:15:00,2024-02-16 15:43:00,28.0,1.4,completed
TR10363,USR1006,casual,BK254,electric,ST113,ST107,2024-04-07 15:49:00,2024-04-07 16:21:00,32.0,9.77,completed
TR10364,USR1094,member,BK288,classic,ST105,ST111,2024-12-04 01:19:00,2024-12-04 02:17:00,58.0,2.41,completed
TR10365,USR1083,member,BK256,classic,ST103,ST101,2024-07-04 18:11:00,2024-07-04 18:58:00,47.0,4.7,completed
TR10366,USR1014,member,BK231,electric,ST110,ST103,2024-06-07 22:30:00,2024-06-07 22:40:00,10.0,2.15,completed
TR10367,USR1020,member,BK225,electric,ST107,ST113,2024-06-14 15:11:00,2024-06-14 15:22:00,11.0,7.58,completed
TR10368,USR1081,casual,BK202,classic,ST109,ST104,2024-10-13 02:01:00,2024-10-13 02:26:00,25.0,6.09,completed
TR10369,USR1088,casual,BK211,classic,ST112,ST108,2024-07-13 18:26:00,2024-07-13 19:21:00,55.0,1.2,completed
TR10370,USR1070,member,BK232,classic,ST107,ST112,2024-04-21 08:52:00,2024-04-21 09:00:00,8.0,3.05,completed
TR10371,USR1040,casual,BK285,classic,ST100,ST101,2024-05-20 19:39:00,2024-05-20 20:26:00,47.0,1.74,completed
TR10372,USR1064,member,BK284,classic,ST101,ST105,2024-05-25 04:53:00,2024-05-25 05:31:00,38.0,8.65,completed
TR10373,USR1097,member,BK250,classic,ST106,ST105,2024-08-17 17:37:00,2024-08-17 17:51:00,14.0,3.62,completed
TR10374,USR1037,member,BK258,electric,ST102,ST102,2024-11-08 21:02:00,2024-11-08 21:46:00,44.0,8.08,completed
TR10375,USR1006,casual,BK219,electric,ST114,ST103,2024-07-27 07:27:00,2024-07-27 08:03:00,36.0,7.81,completed
TR10376,USR1084,casual,BK285,electric,ST111,ST113,2024-10-21 13:09:00,2024-10-21 13:28:00,19.0,3.15,completed
TR10377,USR1057,member,BK225,classic,ST114,ST101,2024-07-20 05:28:00,2024-07-20 06:12:00,44.0,1.59,completed
TR10378,USR1071,member,BK296,electric,ST103,ST102,2024-07-10 11:09:00,2024-07-10 11:16:00,7.0,1.95,completed
TR10379,USR1088,casual,BK249,classic,ST102,ST104,2024-05-04 17:55:00,2024-05-04 18:22:00,27.0,9.68,completed
TR10380,USR1073,member,BK223,electric,ST111,ST108,2024-04-02 19:03:00,2024-04-02 19:19:00,16.0,6.2,completed
TR10381,USR1054,casual,BK246,classic,ST113,ST107,2024-06-30 17:56:00,2024-06-30 18:08:00,12.0,5.68,completed
TR10382,USR1069,member,BK201,classic,ST102,ST112,2024-10-04 21:47:00,2024-10-04 22:11:00,24.0,9.16,completed
TR10383,USR1039,member,BK232,electric,ST100,ST106,2024-05-26 05:05:00,2024-05-26 05:52:00,47.0,2.66,completed
TR10384,USR1047,casual,BK203,electric,ST105,ST113,2024-07-24 05:24:00,2024-07-24 06:00:00,36.0,1.75,completed
TR10385,USR1011,casual,BK245,classic,ST100,ST114,2024-10-01 20:47:00,2024-10-01 21:00:00,13.0,5.37,completed
TR10386,USR1012,member,BK203,electric,ST105,ST109,2024-08-06 16:20:00,2024-08-06 16:54:00,34.0,4.85,completed
TR10387,USR1068,casual,BK202,classic,ST103,ST108,2024-01-06 20:38:00,2024-01-06 21:09:00,31.0,8.41,completed
TR10388,USR1098,casual,BK291,classic,ST108,ST103,2024-04-17 20:09:00,2024-04-17 20:18:00,9.0,9.26,completed
TR10389,USR1059,member,BK210,electric,ST114,ST111,2024-04-01 11:17:00,2024-04-01 11:40:00,23.0,5.13,completed
TR10390,USR1097,member,BK202,electric,ST111,ST113,2024-01-31 08:52:00,2024-01-31 09:20:00,28.0,2.56,completed
TR10391,USR1089,member,BK232,classic,ST102,ST103,2024-10-25 03:32:00,2024-10-25 04:04:00,32.0,9.15,completed
TR10392,USR1081,member,BK274,classic,ST106,ST105,2024-05-21 00:18:00,2024-05-21 01:09:00,51.0,7.64,completed
TR10393,USR1093,casual,BK290,classic,ST100,ST103,2024-05-09 20:27:00,2024-05-09 20:42:00,15.0,7.65,completed
TR10394,USR1098,member,BK227,classic,ST106,ST105,2024-03-02 02:09:00,2024-03-02 02:15:00,6.0,8.7,completed
TR10395,USR1071,casual,BK286,electric,ST114,ST102,2024-01-20 23:55:00,2024-01-21 00:00:00,5.0,7.25,completed
TR10396,USR1037,casual,BK262,classic,ST102,ST108,2024-08-31 03:04:00,2024-08-31 03:55:00,51.0,3.74,completed
TR10397,USR1013,member,BK275,classic,ST106,ST108,2024-09-15 08:13:00,2024-09-15 09:09:00,56.0,8.1,completed
TR10398,USR1081,casual,BK296,electric,ST110,ST110,2024-07-21 13:00:00,2024-07-21 13:19:00,19.0,6.04,completed
TR10399,USR1045,member,BK213,electric,ST104,ST107,2024-03-23 04:42:00,2024-03-23 05:20:00,38.0,2.16,completed
TR10400,USR1077,casual,BK283,classic,ST108,ST107,2024-05-03 11:30:00,2024-05-03 12:04:00,34.0,7.66,completed
TR10401,USR1086,member,BK247,classic,ST102,ST113,2024-11-17 12:41:00,2024-11-17 13:23:00,42.0,9.2,completed
TR10402,USR1072,member,BK283,classic,ST106,ST113,2024-06-14 23:37:00,2024-06-15 00:00:00,23.0,7.54,completed
TR10403,USR1018,casual,BK213,electric,ST105,ST104,2024-07-08 16:26:00,2024-07-08 17:25:00,59.0,5.87,completed
TR10404,USR1029,casual,BK263,classic,ST107,ST103,2024-10-22 01:11:00,2024-10-22 01:32:00,21.0,3.71,completed
TR10405,USR1098,casual,BK258,electric,ST113,ST108,2024-09-28 01:46:00,2024-09-28 02:43:00,57.0,1.43,completed
TR10406,USR1007,member,BK285,classic,ST107,ST114,2024-07-06 18:43:00,2024-07-06 19:15:00,32.0,6.64,completed
TR10407,USR1061,casual,BK247,electric,ST111,ST102,2024-07-17 09:51:00,2024-07-17 10:24:00,33.0,3.41,completed
TR10408,USR1084,casual,BK220,classic,ST103,ST104,2024-10-20 07:41:00,2024-10-20 08:35:00,54.0,6.39,completed
TR10409,USR1072,casual,BK208,electric,ST102,ST100,2024-07-12 08:32:00,2024-07-12 09:29:00,57.0,1.58,completed
TR10410,USR1007,casual,BK286,classic,ST107,ST111,2024-02-11 13:51:00,2024-02-11 13:56:00,5.0,9.2,completed
TR10411,USR1014,casual,BK218,electric,ST103,ST112,2024-08-19 22:37:00,2024-08-19 23:28:00,51.0,2.54,completed
TR10412,USR1037,member,BK228,classic,ST103,ST106,2024-11-24 21:40:00,2024-11-24 22:35:00,55.0,5.61,completed
TR10413,USR1021,member,BK244,classic,ST105,ST111,2024-10-21 18:35:00,2024-10-21 18:43:00,8.0,9.55,completed
TR10414,USR1054,casual,BK200,electric,ST106,ST105,2024-07-13 05:53:00,2024-07-13 06:24:00,31.0,1.64,completed
TR10415,USR1060,member,BK205,electric,ST110,ST107,2024-12-04 06:41:00,2024-12-04 07:02:00,21.0,3.15,completed
TR10416,USR1056,casual,BK298,electric,ST113,ST102,2024-04-21 04:25:00,2024-04-21 04:30:00,5.0,5.03,completed
TR10417,USR1012,casual,BK248,electric,ST100,ST113,2024-05-14 23:47:00,2024-05-15 00:40:00,53.0,8.5,completed
TR10418,USR1089,casual,BK284,classic,ST100,ST113,2024-06-05 17:23:00,2024-06-05 18:00:00,37.0,4.57,completed
TR10419,USR1008,member,BK236,classic,ST108,ST100,2024-08-15 09:57:00,2024-08-15 10:42:00,45.0,2.02,completed
TR10420,USR1054,casual,BK238,classic,ST110,ST113,2024-01-25 17:54:00,2024-01-25 18:37:00,43.0,9.94,completed
TR10421,USR1044,casual,BK239,electric,ST102,ST111,2024-02-27 19:56:00,2024-02-27 20:46:00,50.0,8.94,completed
TR10422,USR1011,casual,BK232,classic,ST109,ST106,2024-05-12 22:20:00,2024-05-12 23:17:00,57.0,9.59,completed
TR10423,USR1024,casual,BK245,classic,ST113,ST112,2024-08-26 12:52:00,2024-08-26 13:04:00,12.0,8.47,completed
TR10424,USR1083,member,BK217,electric,ST103,ST113,2024-04-03 15:12:00,2024-04-03 16:03:00,51.0,8.2,completed
TR10425,USR1018,casual,BK227,electric,ST103,ST100,2024-07-18 09:39:00,2024-07-18 10:01:00,22.0,1.64,completed
TR10426,USR1014,casual,BK238,electric,ST114,ST112,2024-10-30 21:45:00,2024-10-30 22:40:00,55.0,7.11,completed
TR10427,USR1074,casual,BK209,electric,ST101,ST102,2024-11-04 22:25:00,2024-11-04 23:20:00,55.0,9.22,completed
TR10428,USR1027,casual,BK283,electric,ST110,ST104,2024-03-14 12:08:00,2024-03-14 12:51:00,43.0,9.12,completed
TR10429,USR1015,member,BK239,electric,ST100,ST108,2024-04-22 02:45:00,2024-04-22 02:52:00,7.0,4.8,completed
TR10430,USR1054,casual,BK278,electric,ST104,ST104,2024-01-02 14:02:00,2024-01-02 14:07:00,5.0,8.27,completed
